name,city,country,latitude,longitude
Chongqing Engineering Research Center for Micro-Nano Biomedical Materials and Devices,Chongqing,China,30.05518,107.8748712
AVIC Beijing Research Institute of Aviation Engineering,Beijing,China,40.190632,116.412144
Stefan-Meyer-Institut für Subatomare Physik,Vienna,Austria,48.2083537,16.3725042
Amherst College,Amherst,United States,42.3731948,-72.5198761
Ultrafast Innovations GmbH,Garching bei Munchen,Germany,48.2513878,11.6509662
National Hospital Organization Kofu National Hospital,Kofu,Japan,35.6652481,138.5710441
Universidad Nacional de Tucuman (UNT),San Miguel de Tucuman,Argentina,-26.8303703,-65.2038133
Universitätsklinikum Mannheim,Mannheim,Germany,49.4892913,8.4673098
Tissemsilt University,Bougara,Algeria,35.5461351,1.9893403
Instytut Matki I Dziecka,Warsaw,Poland,52.2319581,21.0067249
Cigli Regional Training Hospital,Izmir,Türkiye,38.23166,27.02997
Dr. Seidel Informationssysteme,Frankfurt am Main,Germany,50.1106444,8.6820917
Geology Museum,Bandung,Indonesia,-6.9215529,107.6110212
Universitatea Politehnica Timisoara,Timisoara,Romania,45.7538355,21.2257474
Jaysingpur College,Kolhapur,India,16.7028412,74.2405329
Národní památkový ústav územní odborné pracoviště v Lokti,Loket,Czech Republic,49.6554898,15.1168908
US Army Construction Engineering Research Lab,Des Plaines,United States,42.0415823,-87.8873916
"School of Metallurgy, Northeastern University",Shenyang,China,41.8026095,123.4279105
Dr. Baba Saheb Ambedkar Medical College &amp; Hospital,New Delhi,India,28.6430858,77.2192671
College of Engineering and Applied Sciences,Stony Brook,United States,40.9256538,-73.140943
Syrian Private University,Damascus,Syrian Arab Republic,33.5130695,36.3095814
China National Erzhong Group Co.,,China,,
University of Mississippi Medical Center,Jackson,United States,32.2998686,-90.1830408
CIMULEC,ennery,France,49.2256191,6.2197994
Faculdade de Administração de Empresas,Niteroi,Brazil,-22.8884,-43.1147
Gatorade Sports Science Institute,Frisco,United States,37.7792588,-122.4193286
Jiwaji University,Gwalior,India,26.2037247,78.1573628
Birla Institute of Applied Sciences,Nainital,India,29.2949949,79.4162511
Institute of Anatomy,Bern,Switzerland,46.9484742,7.4521749
Institute of Microbiology of the Czech Academy of Sciences,Nove Hrady,Czech Republic,49.8520404,16.1436129
Bagley College of Engineering,Mississippi State,United States,33.4386876,-88.7943232
"ICAR - Central Marine Fisheries Research Institute, Kochi",Kochi,India,9.9679032,76.2444378
Community Hospital Dresden-Neustadt,Dresden,Germany,51.0493286,13.7381437
US Army Training and Doctrine Command Analysis Center,,United States,,
UPMC Presbyterian,Pittsburgh,United States,40.4416941,-79.9900861
ATIS Soluciones &amp; Seguridad,Granada,Spain,37.1734995,-3.5995337
"School of Medicine, Dentistry &amp; Nursing",Glasgow,United Kingdom,55.861155,-4.2501687
Virtual Vehicle Research Center,Graz,Austria,47.0708678,15.4382786
Leibniz-Institut für Werkstofforientierte Technologien IWT,Bremen,Germany,53.0758196,8.8071646
"Child Growth and Development Research Center, Isfahan UMS",Isfahan,Iran,32.6707877,51.6650002
"VUKI a. s, Electroinsulating resins and varnishes",Bratislava,Slovakia,48.1516988,17.1093063
US Fish &amp; Wildlife Service,"Washington, D.C.",United States,38.8950368,-77.0365427
Vietnamese Academy of Science and Technology Institute of Materials Science,Hanoi,Viet Nam,21.0283334,105.854041
Kunming Blood Center,Kunming,China,25.0363006,102.7086139
Practice Hospital Strack,Darmstadt,Germany,49.8851869,8.6736295
Balsillie School of International Affairs,Waterloo,Canada,43.4652699,-80.5222961
Delphi Deutschland GmbH,Wuppertal,Germany,51.264018,7.1780374
TianJin University of Technology and Education,Tianjin,China,39.3032619,117.4163641
Centre de Sociologie Européenne,Paris,France,48.8534951,2.3483915
Sahlgrenska Akademin,Gothenburg,Sweden,57.7072326,11.9670171
National Medical Research Center for Therapy and Preventive Medicine,Moscow,Russian Federation,55.625578,37.6063916
Children's Hospital of Shanghai Jiaotong University,Shanghai,China,31.2312707,121.4700152
Bard College,Red Hook,United States,41.9950819,-73.8755918
University of Colorado Anschutz Medical Campus,Aurora,United States,41.7571701,-88.3147539
Croatian Geodetic Institute,Zagreb,Croatia,45.8130967,15.9772795
Ajou University,Suwon,South Korea,37.2633325,127.0287472
Károlyi Hospital,Budapest,Hungary,47.4978789,19.0402383
"The Key Laboratory of Information Fusion Technology, Ministry of Education",Xi'an,China,34.261004,108.9423363
Universitas Islam Negeri Ar-Raniry,Banda Aceh,Indonesia,5.5528455,95.3192908
Addlife Coating Systems Private Limited,Bengaluru,India,12.9767936,77.590082
Yonsei University Mirae Campus,Wonju,South Korea,37.3420996,127.9197603
Periyar Maniammai Institute of Science &amp; Technology,Thanjavur,India,10.659037,79.2014278
Inner Mongolia Meteorological Institute,Hohhot,China,40.8184528,111.6601939
Atomic Energy Regulatory Board India,Mumbai,India,19.054999,72.8692035
Euroling AB,Stockholm,Sweden,59.3251172,18.0710935
Radiation Monitoring Devices,Washington,United States,38.8950368,-77.0365427
"St. Xavier’s College, Mumbai",Mumbai,India,19.054999,72.8692035
Council for the Built Environment,Pretoria,South Africa,-25.7459277,28.1879101
Korea Maritime and Ocean University,Busan,South Korea,35.1799528,129.0752365
Indiana Wesleyan University,Marion,United States,32.7931661,-94.344488
Federal State Budgetary Scientific Institution «Research Institute of Human Morphol-ogy»,,Russian Federation,,
Enzygo Ltd,Sheffield,United Kingdom,53.3806626,-1.4702278
ISIS Neutron and Muon Source,Didcot,United Kingdom,51.6063587,-1.245999
Renfrew Educational Services,Calgary,Canada,51.0456064,-114.057541
Moganshan Diamond Research Center,Huzhou,China,30.8942995,120.0851114
Stanwell Consulting,Paris,France,48.8534951,2.3483915
Ho Chi Minh City University of Technology - HCMUT,Ho Chi Minh City,Viet Nam,10.7763897,106.7011391
HOFOR,Copenhagen,Denmark,55.6867243,12.5700724
University of Belgrade - Faculty of Chemistry,Belgrade,Serbia,44.8178131,20.4568974
Lab. Sci. Genie Surf. (UMR C.,Nancy,France,48.6937223,6.1834097
Bağcilar Eğitim ve Araştirma Hastanesi,Istanbul,Turkey,41.006381,28.9758715
Imam Khomeini International University,Qazvin,Iran,36.0156291,49.8398161
Institut Pluridisciplinaire Hubert Curien,Strasbourg,France,48.584614,7.7507127
Bundesamt fur Umwelt,Bern,Switzerland,46.9484742,7.4521749
JECRC University,Jaipur,India,26.9154576,75.8189817
National Institute of Research,Bucharest,Romania,44.4361414,26.1027202
New South Wales Centre for Perinatal Health Services Research,,Australia,,
Melbourne School of Population and Global Health,Melbourne,Australia,-37.8142454,144.9631732
Wienstrom G.m.b.H.,Vienna,Austria,48.2083537,16.3725042
Research Foundation - Flanders,Brussels,Belgium,50.8465573,4.351697
University of Hyogo,Kobe,Japan,34.6932379,135.1943764
HGST Japan Ltd.,Kanagawa,Japan,35.4342935,139.374753
EaStCHEM St Andrews,St Andrews,United Kingdom,56.3403902,-2.7955844
UNAM - Campus Sisal,Sisal,Mexico,21.1651801,-90.0311303
Dayananda Sagar University,Bengaluru,India,12.9767936,77.590082
"CNR - SuPerconducting and other INnovative materials and devices institute, Napoli",Naples,Italy,40.8358846,14.2487679
Łukasiewicz - Przemysłowy Instytut Automatyki i Pomiarów PIAP,Warsaw,Poland,52.2319581,21.0067249
Institute for Neural Computation,La Jolla,United States,32.553509,-94.359496
"University of Utah, College of Social and Behavioral Science",Salt Lake City,United States,40.7596198,-111.886797
The World Bank Group,"Washington, D.C.",United States,38.8950368,-77.0365427
The Australian National University,Canberra,Australia,-35.2975906,149.1012676
South-West University Neofit Rilski,Blagoevgrad,Bulgaria,41.750287,23.4873411
Centro de Estudios Avanzados de Puerto Rico y el Caribe,Rico,Puerto Rico,18.3958782,-66.1488354
Centro Universitário Arthur Sá Earp Neto,Petropolis,Brazil,-22.5075743,-43.1785356
Kochi Health Sciences Center,Kochi,Japan,33.5680384,133.5394221
Faculty of Arts and Sciences,Hanover,United States,43.7023545,-72.2892164
Lab. L.S.D.2.I.M.A.G.,Grenoble,France,45.1875602,5.7357819
Departement Neurowetenschappen,Leuven,Belgium,50.879202,4.7011675
Howard R. Hughes College of Engineering,Las Vegas,United States,36.1672719,-115.1483538
Xingtai University,Xingtai,China,37.0616519,114.499746
Countess of Chester Hospital NHS Foundation Trust,Chester,United Kingdom,53.1908873,-2.8908955
Kadaster,Apeldoorn,Netherlands,52.1795738,5.9300775
Gaia Lab. AS,,Norway,,
Yükseköğretim Kurulu,Ankara,Türkiye,39.9207759,32.8540497
Institut fur Hochenergiephysik,Vienna,Austria,48.2083537,16.3725042
Korea Automotive Technology Institute,Cheonan,South Korea,36.8150283,127.1140654
Centre Borelli,Gif-sur-Yvette,France,48.7018823,2.134529
“Carol Davila” Central Military Emergency Hospital,Bucharest,Romania,44.4361414,26.1027202
Landmark University,Omu Aran,Nigeria,8.1385895,5.101326
Hanwha Chemical Corporation,Seoul,South Korea,37.5666791,126.9782914
"Korea Forest Research Institute, Seoul",Seoul,South Korea,37.5666791,126.9782914
"QM POWER, INC.",Lee's Summit,United States,38.9107156,-94.3821295
Calcutta Institute of Technology,Howrah,India,22.5736296,88.3251045
Universidade Federal de São Paulo,Sao Paulo,Brazil,-23.5506507,-46.6333824
CEZ Group,Prague,Czech Republic,50.0596288,14.4464593
Toyota Technological Institute at Chicago,Chicago,United States,41.8755616,-87.6244212
Soems Corporation,,United States,,
Università degli Studi di Sassari,Sassari,Italy,40.7778499,8.9219725
Beck Elektroisolier-Systeme,Hamburg,Germany,53.550341,10.000654
Hankuk University of Foreign Studies,Seoul,South Korea,37.5666791,126.9782914
Langton Star Centre,Canterbury,United Kingdom,51.2800275,1.0802533
Harvey Mudd College,Claremont,United States,34.0966764,-117.7197785
UCB S.A.,Braine-l'Alleud,Belgium,50.6828722,4.3692706
Hellenic Cardiological Society,,Greece,,
Internal Medicine-Vice President- Sports Medicine Federation,,Iran,,
FIFM,Bremen,Germany,53.0758196,8.8071646
"University of Carthage, Ecole Nationale d'Ingenieurs de Carthage",Carthage,Tunisia,36.8548083,10.3309924
Shandong Sanqi Energy Co. Ltd.,Jinan,China,36.6519754,117.1138479
Suceava Emergency County Hospital,Suceava,Romania,47.5326534,25.8345939
Huanggang Normal University,Huanggang,China,30.4560187,114.8673226
Cumulus Networks,Mountain View,United States,37.3893889,-122.0832101
Department of Veterinary Medicine,Cambridge,United Kingdom,52.2055314,0.1186637
Canadian Institutes of Health Research,Ottawa,Canada,45.4208777,-75.6901106
MATFEM Partnerschaft Dr. Gese and Oberhofer,Munich,Germany,48.1371079,11.5753822
Caserta Local Health Authority,Caserta,Italy,41.2035192,14.1168624
Institut Européen des Membranes UMR5635,Montpellier,France,43.6112422,3.8767337
Imamlik Mahallesi,Karsiyaka,Turkey,38.5034452,27.1134554
Neijiang Normal University,Neijiang,China,29.5827261,105.054491
Araya Inc.,Tokyo,Japan,35.6768601,139.7638947
Xidian University,Xi'an,China,34.261004,108.9423363
Inönü Üniversitesi,Malatya,Türkiye,38.4820156,38.1035355
University Clinic Augsburg,,Germany,,
Information and Society Research Department,Tehran,Iran,35.6892523,51.3896004
INAIL Direzione Regionale Calabria—Unità Operativa Territoriale,Catanzaro,Italy,38.8299603,16.4315569
Kalyani Government Engineering College,Nadia,India,23.4847374,88.5567067
Taizhou Vocational and Technical College,Taizhou,China,28.6581723,121.4163876
Settore Innovazione Digitale,,Italy,,
"California State University, San Bernardino",San Bernardino,United States,34.8253019,-116.0833144
Wuhan No.7 Hospital,Wuhan,China,30.5951051,114.2999353
George R. Brown School of Engineering and Computing,Houston,United States,29.7589382,-95.3676974
University of Technology and Applied Sciences Muscat,Muscat,Oman,23.5882019,58.3829448
Mongolia Program Office,Ulaanbaatar,Mongolia,47.9184676,106.9177016
National Family and Parenting Institute,London,United Kingdom,51.4893335,-0.1440551
University of Luxembourg,Esch-sur-Alzette,Luxembourg,49.4959628,5.9850306
Maternity Vila Nova Cachoeirinha,Sao Paulo,Brazil,-23.5506507,-46.6333824
The Engineering Company for the Development of Digital Systems,Giza,Egypt,29.9870753,31.2118063
Serono Genetics Institute,Evry,France,48.6241665,2.4289667
"Faculty of Medicine, Prince of Songkla University",Hatyai,Thailand,6.9340985,100.3879751
Weifang University of Science and Technology,Shouguang,China,36.8762356,118.7322549
Centro de Cirugia de Minima Invasión,Caceres,Spain,39.7591725,-6.1379457
Razak Faculty of Technology and Informatics,Kuala Lumpur,Malaysia,3.1526589,101.7022205
Huawei Telecommunications,,Turkey,,
South African Institute for Aquatic Biodiversity,Grahamstown,South Africa,-33.3070589,26.5272648
Cambridge Architectural Research Ltd,Cambridge,United Kingdom,52.2055314,0.1186637
Institute of Technical Physics and Materials Science,Budapest,Hungary,47.4978789,19.0402383
Division Santé,Marne-la-Vallee,France,48.859298,2.5989048
Xiamen Stomatological Hospital,,China,,
Center for Sign Language Research,Basel,Switzerland,47.5581077,7.5878261
"Kratos Analytical Ltd, United Kingdom",Manchester,United Kingdom,53.4794892,-2.2451148
University of Washington-Bothell,Bothell,United States,47.7623204,-122.2054035
Connecticut Children's Medical Center,Hartford,United States,41.764582,-72.6908547
Nagasaki University School of Medicine,Nagasaki,Japan,33.1154683,129.7874339
Wydział Zarządzania Uniwersytetu Warszawskiego,Warsaw,Poland,52.2319581,21.0067249
"HKUST, William Mong Institute of Nano Science &amp; Technology",Hong Kong,Hong Kong,22.2793278,114.1628131
Handelshögskolan vid Umeå Universitet,Umea,Sweden,63.8256568,20.2630745
"GlaxoSmithKline, USA",Philadelphia,United States,39.9527237,-75.1635262
Overton Brooks VA Medical Center,Shreveport,United States,32.5135356,-93.7477839
Juelich-Aachen Research Alliance (JARA-Energy),Julich,Germany,50.9220931,6.3611015
Aichi Medical University,Nagakute,Japan,35.174318,137.070047
Universidade do Estado do Rio de Janeiro,Rio de Janeiro,Brazil,-22.9110137,-43.2093727
Rural Engineering College,"Hulkoti, Karnataka",India,15.4331872,75.5288841
Zayed University,Dubai,United Arab Emirates,25.0742823,55.1885387
The University of North Carolina at Charlotte,Charlotte,United States,35.2272086,-80.8430827
OsseoLabs Co. Ltd.,Bangkok,Thailand,13.7524938,100.4935089
Instituto Milenio,Valparaiso,Chile,-32.5976089,-70.8529753
Hebei University,Baoding,China,38.8579735,115.490696
Laureate Institute for Brain Research,Tulsa,United States,36.1563122,-95.9927516
Shandong Hi-Speed Group,Jinan,China,36.6519754,117.1138479
Nearfield Electromagnetic Detection of Mines,San Diego,United States,32.7174202,-117.162772
Universidad de Zaragoza,Zaragoza,Spain,41.6521342,-0.8809428
Shandong Energy Heavy Equipment Manufacturing Group Co. Ltd.,Tai'an,China,36.2002968,117.0809316
JSC Red Star,Moscow,Russian Federation,55.625578,37.6063916
General Hospital of Chinese People's Armed Police Forces,Beijing,China,40.190632,116.412144
Pt. Ravishankar Shukala University,Raipur,India,21.2380912,81.6336993
Institute for Public Health FBiH,Sarajevo,Bosnia and Herzegovina,43.8519774,18.3866868
Groningen Institute of Archaeology,Groningen,Netherlands,53.2190652,6.5680077
"Devi Ahilya Vishwavidyalaya, Indore",Indore,India,22.7203616,75.8681996
Queen’s Centre for Energy and Power Electronics Research,Kingston,Canada,44.3054151,-76.4283781
Raunvísindastofnun Háskólans,Reykjavik,Iceland,64.145981,-21.9422367
Centre d'Evaluation et d'Expertise en Medecine du Sport,Algiers,Algeria,36.7729333,3.0588445
"Memorial University of Newfoundland, Faculty of Medicine",St John's,Canada,47.5614705,-52.7126162
El-Ahram Institute for Engineering and Technology,Cairo,Egypt,30.0443879,31.2357257
Chengde Petroleum College,Chengde,China,40.9507147,117.9567031
Drury University,Springfield,United States,39.7990175,-89.6439575
Pennsylvania Bio Nano Systems,Doylestown,United States,40.3100446,-75.1304588
Wilson Center,Washington,United States,38.8950368,-77.0365427
Guangdong Hengbao Security Technology Co. Ltd,Jiangmen,China,22.5816619,113.0761073
Baruch College,New York,United States,40.7127281,-74.0060152
Unit of Biostatistics,Milan,Italy,45.4641943,9.1896346
A.C. Camino a la Presa San José 2055 Col. Lomas 4 Sección,San Luis Potosi,Mexico,22.5000001,-100.4949145
School of Industrial Technology,Minden,Malaysia,5.3624194,100.3036525
Technician School of Weilburg,Weilburg,Germany,50.4847448,8.2659245
VCOM-Auburn,Auburn,United States,32.6098566,-85.4807825
Army Medical University,Chongqing,China,30.05518,107.8748712
Carmel Medical Center,Haifa,Israel,32.8191218,34.9983856
Worcester Polytechnic Institute,Worcester,United States,42.2625621,-71.8018877
"Lingnan University, Hong Kong",Hong Kong,Hong Kong,22.2793278,114.1628131
Concordia University Wisconsin,Mequon,United States,43.2219088,-87.9822969
Qusp Labs,San Diego,United States,32.7174202,-117.162772
DAF Trucks N.V.,Eindhoven,Netherlands,51.4392648,5.478633
American Megatrends International,Taipei,Taiwan,25.0375198,121.5636796
Seattle Cancer Care Alliance,Seattle,United States,47.6038321,-122.330062
LipSTIC LabEx,Dijon,France,47.3215806,5.0414701
Laboratoire de Mécanique et Génie Civil (LMGC),Montpellier,France,43.6112422,3.8767337
Fujian Engineering and Research Center of Clean and High-valued Technologies for Biomass,Xiamen,China,24.5438732,118.0768065
"Center for Spintronics Research Network, Tohoku University",Sendai,Japan,38.2677554,140.8691498
Engineering and Advance Technologies),Pune,India,18.5213738,73.8545071
"Medical University of Silesia,Upper-Silesian Heart Center, Katowice",Katowice,Poland,50.2598987,19.0215852
Saskatchewan Polytechnic,Saskatoon,Canada,52.131802,-106.660767
NanoCarbon Research Institute,Ueda,Japan,36.4021192,138.2490506
School of Polymer Science and Engineering,Hattiesburg,United States,31.3271189,-89.2903392
Christ Car Wash s.r.o.,Plzen,Czech Republic,49.7477415,13.3775249
"UK Department of Business, Innovation and Skills",,United Kingdom,,
Ephorate of Palaeoanthropology and Speleology of Southern Greece,Athens,Greece,37.9755648,23.7348324
KMC Technology,Daejeon,South Korea,36.3497007,127.3849016
Huaihua University,Huaihua,China,27.659483,110.143549
Indian Institute of Information Technology Design and Manufacturing Kancheepuram,Chennai,India,13.0836939,80.270186
İbn Haldun Üniversitesi,Istanbul,Turkey,41.006381,28.9758715
Gabinetto Interregionale di Polizia Scientifica per le Marche e l'Abruzzo,Ancona,Italy,43.4801189,13.2187279
Institut et Observatoire de Ǵeophysique d'Antananarivo,Antananarivo,Madagascar,-18.9100122,47.5255809
"Instituto Brasileiro de Mercado de Capitais, Belo Horizonte",Belo Horizonte,Brazil,-19.9227318,-43.9450948
Volga Region State University of Physical Culture,Kazan,Russian Federation,55.7823547,49.1242266
Green Power Technologies,Sevilla,Spain,37.3886303,-5.9953403
Hospital Universitario Central de Asturias,Oviedo,Spain,43.3618625,-5.8483581
Aerospazio Tecnologie,Siena,Italy,43.1672059,11.467561
Austrian Centre for Electron Microscopy and Nanoanalysis,Graz,Austria,47.0708678,15.4382786
"Mechanical Technology, Inc.",Latham,United States,39.9686517,-89.1623092
S. A. Engineering College,Chennai,India,13.0836939,80.270186
JSC “EVRAZ - Joint West Siberian Metallurgical Plant”,Novokuznetsk,Russian Federation,53.7575903,87.1358494
Women's Social and Health Studies Foundation,Thiruvananthapuram,India,8.4882267,76.947551
Salford Systems,San Diego,United States,32.7174202,-117.162772
"Faculty of Health Sciences, University of Southern Denmark",Odense,Denmark,55.3997225,10.3852104
LAMPA Laboratoire Angevin de Mécanique Procédés et Innovation,Angers,France,47.4739884,-0.5515588
Fakultetet Health,Aarhus,Denmark,56.1496278,10.2134046
Cambridge Institute for Medical Research,Cambridge,United Kingdom,52.2055314,0.1186637
"Symbiosis Centre for Management Studies, Pune",Pune,India,18.5213738,73.8545071
"Mitochondrie, stress oxydant et protection musculaire (MSP)",Strasbourg,France,48.584614,7.7507127
LeBauer Cardiovascular Research Foundation,Greensboro,United States,36.0726355,-79.7919754
Japan Women's University,Tokyo,Japan,35.6768601,139.7638947
Dorothy M. Davis Heart and Lung Research Institute,Columbus,United States,39.9622601,-83.0007065
CNRS-CEMHTI,Orleans,France,47.9027336,1.9086066
Clara Angela Foundation,Berlin,Germany,52.510885,13.3989367
Central Hospital Skovde,Skovde,Sweden,58.3896329,13.8456344
Lectu. of Isfahan Sepehr Higher Education Institue,Isfahan,Iran,32.6707877,51.6650002
BioInnovators Europe,Berlin,Germany,52.510885,13.3989367
Albright Institute of Archaeological Research,Jerusalem,Israel,31.7788242,35.2257626
NIDO East China,,Nigeria,,
Shenyang Conservatory of Music,Shenyang,China,41.8026095,123.4279105
Helios University Hospital Wuppertal,Wuppertal,Germany,51.264018,7.1780374
Xi'an Aircraft Industry (Group) Company Ltd.,Xi'an,China,34.261004,108.9423363
"Ishihara Sangyo Kaisha, Ltd",Osaka,Japan,34.6937569,135.5014539
Hospital de La Santa Creu I Sant Pau,Barcelona,Spain,41.3828939,2.1774322
INTI International University,Nilai,Malaysia,2.8029227,101.8001051
Institut Sukan Negara Malaysia,Kuala Lumpur,Malaysia,3.1526589,101.7022205
Sophia Rehabilitation Centre,Den Haag,Netherlands,52.0799838,4.3113461
Celal Bayar Üniversitesi Tip Fakültesi,Manisa,Turkey,38.8574402,28.0565711
Creighton University School of Medicine,Omaha,United States,41.2587459,-95.9383758
Institute of Mathematics named after V. I. Romanovsky of the Academy Sciences of Republic of Uzbekistan,Tashkent,Uzbekistan,41.3123363,69.2787079
North-Eastern Federal University,Yakutsk,Russian Federation,62.0274078,129.7319787
Changzhou Institute of Engineering Technology,Changzhou,China,31.8122623,119.9691539
Vestas Wind Turbines R and D,Madison,United States,43.074761,-89.3837613
"Lipides, Nutrition, Cancer - LNC",Dijon,France,47.3215806,5.0414701
Shaanxi Academy of Archaeology,Xi'an,China,34.261004,108.9423363
Motile Robotics Inc.,,United States,,
Nan Kai University of Technology,Nan-Tou,Taiwan,25.0425306,121.5191742
Kashi University,Kashi,China,39.4665981,75.9900135
Russian Research Centre Kurchatov Institute,Ueda,Japan,36.4021192,138.2490506
Heart of Jesus Hospital Dernbach,,Germany,,
Antiplagiat Company,Moscow,Russian Federation,55.625578,37.6063916
UCF College of Medicine,Orlando,United States,28.5421109,-81.3790304
Marg High Institute for Engineering and Modern Technology,Cairo,Egypt,30.0443879,31.2357257
New York Presbyterian Queens Hospital,Queens,United States,40.7135078,-73.8283132
Escola Superior de Tecnologia da Saúde de Lisboa,Lisbon,Portugal,38.7077507,-9.1365919
Guangdong Women and Children Hospital,Guangzhou,China,23.1301964,113.2592945
Osaka Metropolitan University,Osaka,Japan,34.6937569,135.5014539
NIST Material Science and Engineering Laboratory,Gaithersburg,United States,39.1399187,-77.1929215
Medisch Centrum Leeuwarden,Leeuwarden,Netherlands,53.2005936,5.7918548
Inst for Glass &amp; Fine Ceramics,Sofia,Bulgaria,42.6977028,23.3217359
Institute of Chemical Technology,Mumbai,India,19.054999,72.8692035
Akademiska Sjukhuset,Uppsala,Sweden,59.8586126,17.6387436
National Institute of Clinical Neurosciences,Budapest,Hungary,47.4978789,19.0402383
"N.D. Zelinsky Institute of Organic Chemistry, Russian Academy of Sciences",Moscow,Russian Federation,55.625578,37.6063916
Institute of Advanced Machines and Design,Seoul,South Korea,37.5666791,126.9782914
International Center M&amp;MOCS “Mathematics and Mechanics of Complex Systems”,,Italy,,
Ensis,Clayton,Australia,-37.9142211,145.1268559
Peen Service S.r.l.,Bologna,Italy,44.4938203,11.3426327
Telkom University,Bandung,Indonesia,-6.9215529,107.6110212
Neurodec,Sophia Antipolis,France,43.6195225,7.0518158
Italian Air Force,Pomezia,Italy,41.667529,12.5047863
Zentralinst F. Anorg. Chemie D. Adw Der Ddr,Berlin,Germany,52.510885,13.3989367
Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung,Bremerhaven,Germany,53.5505392,8.5851945
Cooper University Hospital,Camden,United States,39.9448402,-75.1198911
"University of Iowa, Center for Global and Regional Environmental Research",Iowa City,United States,41.6612561,-91.5299106
West Virginia Bureau for Public Health,Charleston,United States,32.7884363,-79.9399309
"Advanced Equipment Research Institute Co.,Ltd. of HEBUT",Tianjin,China,39.3032619,117.4163641
Saudi Electronic University,Riyadh,Saudi Arabia,24.638916,46.7160104
UW-Madison College of Engineering,Madison,United States,43.074761,-89.3837613
Zhengzhou Research Institute of Chalco,Zhengzhou,China,34.7533392,113.6599983
Hospital Universitario Infanta Leonor,Madrid,Spain,40.4167047,-3.7035825
RATP,Paris,France,48.8534951,2.3483915
Korean Photonics Technology Institute,Gwangju,South Korea,35.1594647,126.8515034
Shanghai Academy of Spaceflight Technology,Shanghai,China,31.2312707,121.4700152
Euro finance Consulting,,Czech Republic,,
Shandong Provincial Key Laboratory of Network Based Intelligent Computing,Jinan,China,36.6519754,117.1138479
Surveillance Methods Public Health Division,,Australia,,
Al-Farabi University College,Baghdad,Iraq,33.3061701,44.3872213
Technical Institute of Physics and Chemistry,,China,,
"Universitatea din Oradea, Facultatea de Medicina",Oradea,Romania,47.0549163,21.9285231
King Edward Memorial Hospital for Women,Perth,Australia,-31.9558933,115.8605855
Leica Geosystems AG,Heerbrugg,Switzerland,47.4103149,9.627414
Susquehanna River Basin Commission,Harrisburg,United States,40.2663107,-76.8861122
London Health Sciences Centre,London,Canada,42.9832406,-81.243372
"Department of Physics and Materials Sciences, College of Arts and Sciences, Qatar University",Doha,Qatar,25.2856329,51.5264162
Ibero-American University,Tijuana,Mexico,32.5317397,-117.019529
National Labour Office,Budapest,Hungary,47.4978789,19.0402383
"GenWay Biotech, Inc.",San Diego,United States,32.7174202,-117.162772
Imaxin|software,Santiago,Spain,42.9189543,-8.550786
Gaienhofen-Hemmenhofen,Hemmenhofen,Germany,47.6705193,8.9689229
Nordiska Högskolan för folkhälsovetenskap,Gothenburg,Sweden,57.7072326,11.9670171
Centre for Agricultural Research,Martonvasar,Hungary,47.3299049,18.7687291
Asian Innovation Hub,Kosice,Slovakia,48.7172272,21.2496774
Key Laboratory for Green Chemical Technology of Ministry of Education,Tianjin,China,39.3032619,117.4163641
COLLNET,,Germany,,
National Laboratory of Genomics for Biodiversity,Irapuato,Mexico,20.6758761,-101.3521052
Tongwon University,Kwangju,South Korea,35.1594647,126.8515034
FAIRTIQ AG,Bern,Switzerland,46.9484742,7.4521749
Corrosion y Proteccion (CyP),Mexico City,Mexico,19.4326296,-99.1331785
MVZ Martinsried GmbH,Planegg,Germany,48.103742,11.4220029
ResilienServices,Delft,Netherlands,52.0114017,4.35839
National Metallurgical Laboratory India,Jamshedpur,India,22.8015194,86.2029579
China Three Gorges Project Corporation,Beijing,China,40.190632,116.412144
ABES Institute of Technology,Ghaziabad,India,28.7749966,77.4586967
University of Tennessee Health Science Center,Memphis,United States,35.1460249,-90.0517638
University of Trás-os-Montes and Alto Douro,Vila Real,Portugal,41.5229299,-7.5466312
Azienda Ospedaliera Di Rilievo Nazionale Antonio Cardarelli,Naples,Italy,40.8358846,14.2487679
Malviya National Institute of Technology,,India,,
NK Koltsov Institute of Developmental Biology RAS,Moscow,Russian Federation,55.625578,37.6063916
Tel-Hai College,Qiryat Shemona,Israel,33.2074733,35.5707828
OC Robotics Ltd.,Avon,United Kingdom,52.1282275,-1.902576
State Key Laboratory of Robotics and System,Harbi,China,35.0,105.0
Hospital del Mar,Barcelona,Spain,41.3828939,2.1774322
State Grid Hubei Electric Power Research Institute,Wuhan,China,30.5951051,114.2999353
Fayoum University,Fayoum,Egypt,29.340737,30.6201045
Mukhametzhan Tynyshbayev ALT University,Almaty,Kazakhstan,43.2363924,76.9457275
VZÚ Plzeh,Pilsen,Czech Republic,49.7477415,13.3775249
Centre of Postgraduate Medical Education,Otwock,Poland,52.1041197,21.2681092
TOLFIN s.r.o.,Ostrava,Czech Republic,49.8349139,18.2820084
Jogesh Chandra Chaudhuri College,Kolkata,India,22.5726459,88.3638953
National Healthcare Group ​Pte Ltd,Singapore City,Singapore,1.296168,103.8500437
